Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Incheon,HYROX PRO,Men,1,1,"Heck, Gabriel",USA,30-34,00:57:22
2024 Incheon,HYROX PRO,Men,2,1,"Huge, Hugo",SWE,25-29,01:00:19
2024 Incheon,HYROX PRO,Men,3,1,"Jin, Geonho",KOR,16-24,01:06:24
2024 Incheon,HYROX PRO,Men,4,2,"Li, Adrian",HKG,30-34,01:07:56
2024 Incheon,HYROX PRO,Men,5,1,"최, 명근",KOR,35-39,01:08:37
2024 Incheon,HYROX PRO,Men,6,2,"Maselli, Luca",ITA,35-39,01:08:54
2024 Incheon,HYROX PRO,Men,7,3,"Sekiyoshi, Daisuke",JPN,35-39,01:09:14
2024 Incheon,HYROX PRO,Men,8,2,"Hardie, Callum",NZL,25-29,01:10:25
2024 Incheon,HYROX PRO,Men,9,4,"Thomas, Marc",NZL,35-39,01:10:34
2024 Incheon,HYROX PRO,Men,10,3,"Smith, Michael",GBR,30-34,01:11:26
2024 Incheon,HYROX PRO,Men,11,4,"Dong, Joobong",KOR,30-34,01:11:30
2024 Incheon,HYROX PRO,Men,12,5,"Saidani, Tanguy",FRA,30-34,01:12:11
2024 Incheon,HYROX PRO,Men,13,5,"Lam, Enoch",HKG,35-39,01:12:37
2024 Incheon,HYROX PRO,Men,14,2,"최, 동인",KOR,16-24,01:12:58
2024 Incheon,HYROX PRO,Men,15,3,"Richards, Jamie",AUS,16-24,01:13:03
2024 Incheon,HYROX PRO,Men,16,6,"Gough, Mark",IRL,35-39,01:13:44
2024 Incheon,HYROX PRO,Men,17,6,"Whitehead, Shannon",RSA,30-34,01:14:04
2024 Incheon,HYROX PRO,Men,18,7,"Wood, Jonty",NZL,30-34,01:14:05
2024 Incheon,HYROX PRO,Men,19,3,"Choi, Sihun",KOR,25-29,01:15:00
2024 Incheon,HYROX PRO,Men,20,8,"Forsyth, Joel",CAN,30-34,01:15:48
2024 Incheon,HYROX PRO,Men,21,4,"Slattery, Peter",IRL,16-24,01:15:51
2024 Incheon,HYROX PRO,Men,22,9,"안, 이",KOR,30-34,01:17:15
2024 Incheon,HYROX PRO,Men,23,1,"Manabe, Yoshi",USA,40-44,01:18:04
2024 Incheon,HYROX PRO,Men,24,7,"Entwistle, Dan",GBR,35-39,01:18:35
2024 Incheon,HYROX PRO,Men,25,4,"Yun, Baul",KOR,25-29,01:19:10
2024 Incheon,HYROX PRO,Men,26,2,"김, 희철",KOR,40-44,01:19:16
2024 Incheon,HYROX PRO,Men,27,5,"김, 성현",KOR,25-29,01:21:04
2024 Incheon,HYROX PRO,Men,28,6,"이, 영근",KOR,25-29,01:21:14
2024 Incheon,HYROX PRO,Men,29,5,"이, 태호",KOR,16-24,01:21:40
2024 Incheon,HYROX PRO,Men,30,1,"Tucker, Dougie",HKG,55-59,01:21:47
2024 Incheon,HYROX PRO,Men,31,8,"Choi, Jungsoo",KOR,35-39,01:21:53
2024 Incheon,HYROX PRO,Men,32,10,"한, 강일",KOR,30-34,01:22:17
2024 Incheon,HYROX PRO,Men,33,1,"Janisiw, Roland",AUT,45-49,01:22:40
2024 Incheon,HYROX PRO,Men,34,7,"Choi, Jaeha",KOR,25-29,01:23:18
2024 Incheon,HYROX PRO,Men,35,11,"Hoile, Blake",AUS,30-34,01:25:14
2024 Incheon,HYROX PRO,Men,36,8,"손, 승훈",KOR,25-29,01:25:44
2024 Incheon,HYROX PRO,Men,37,1,"Wunderlich, Carsten",GER,50-54,01:25:48
2024 Incheon,HYROX PRO,Men,38,2,"Boulay, Nico",FRA,45-49,01:26:20
2024 Incheon,HYROX PRO,Men,39,9,"김, 홀",KOR,25-29,01:26:49
2024 Incheon,HYROX PRO,Men,40,3,"Jung, Hoonjo",KOR,40-44,01:27:20
2024 Incheon,HYROX PRO,Men,41,12,"조, 민형",KOR,30-34,01:27:22
2024 Incheon,HYROX PRO,Men,42,4,"Wong, Arnold",HKG,40-44,01:28:06
2024 Incheon,HYROX PRO,Men,43,13,"함, 세연",KOR,30-34,01:28:11
2024 Incheon,HYROX PRO,Men,44,14,"우, 금석",KOR,30-34,01:28:17
2024 Incheon,HYROX PRO,Men,45,9,"Um, Myunyong",KOR,35-39,01:28:23
2024 Incheon,HYROX PRO,Men,46,10,"최, 진호",KOR,35-39,01:29:01
2024 Incheon,HYROX PRO,Men,47,10,"고, 현호",KOR,25-29,01:29:41
2024 Incheon,HYROX PRO,Men,48,11,"Park, Seongmin",KOR,25-29,01:30:08
2024 Incheon,HYROX PRO,Men,49,11,"Savolainen, Ari-Pekka",FIN,35-39,01:31:08
2024 Incheon,HYROX PRO,Men,50,15,"이, 상우",KOR,30-34,01:32:56
2024 Incheon,HYROX PRO,Men,51,16,"Tirado, Pedro",USA,30-34,01:33:02
2024 Incheon,HYROX PRO,Men,52,3,"Yajima, Naoki",JPN,45-49,01:33:03
2024 Incheon,HYROX PRO,Men,53,4,"강, 진우",KOR,45-49,01:33:43
2024 Incheon,HYROX PRO,Men,54,6,"이, 준영",KOR,16-24,01:33:52
2024 Incheon,HYROX PRO,Men,55,7,"천, 승환",KOR,16-24,01:35:59
2024 Incheon,HYROX PRO,Men,56,17,"Lee, Hongyoon",KOR,30-34,01:36:05
2024 Incheon,HYROX PRO,Men,57,5,"Kang, Hoyoon",KOR,40-44,01:36:09
2024 Incheon,HYROX PRO,Men,58,2,"Muronoi, Masashi",JPN,50-54,01:36:46
2024 Incheon,HYROX PRO,Men,59,12,"Arzadon, Alvin",PHI,35-39,01:36:51
2024 Incheon,HYROX PRO,Men,60,18,"이, 준세",KOR,30-34,01:37:57
2024 Incheon,HYROX PRO,Men,61,19,"조, 연호",KOR,30-34,01:38:01
2024 Incheon,HYROX PRO,Men,62,13,"권, 익스",KOR,35-39,01:38:02
2024 Incheon,HYROX PRO,Men,63,12,"김, 찬우",KOR,25-29,01:38:10
2024 Incheon,HYROX PRO,Men,64,20,"이, 문형",KOR,30-34,01:39:23
2024 Incheon,HYROX PRO,Men,65,21,"Kim, Jaebem",KOR,30-34,01:41:26
2024 Incheon,HYROX PRO,Men,66,22,"김, 선명",KOR,30-34,01:42:51
2024 Incheon,HYROX PRO,Men,67,13,"윤, 희석",KOR,25-29,01:43:07
2024 Incheon,HYROX PRO,Men,68,23,"Choi, Junil",KOR,30-34,01:43:24
2024 Incheon,HYROX PRO,Men,69,24,"장, 남준",KOR,30-34,01:44:28
2024 Incheon,HYROX PRO,Men,70,8,"문, 형진",KOR,16-24,01:44:40
2024 Incheon,HYROX PRO,Men,71,25,"Seo, Jeongmin",KOR,30-34,01:44:43
2024 Incheon,HYROX PRO,Men,72,26,"송, 계백",KOR,30-34,01:46:25
2024 Incheon,HYROX PRO,Men,73,6,"김, 대훈",KOR,40-44,01:46:29
2024 Incheon,HYROX PRO,Men,74,14,"Kim, Junnyeon",KOR,35-39,01:49:26
2024 Incheon,HYROX PRO,Men,75,27,"강, 민구",KOR,30-34,01:50:37
2024 Incheon,HYROX PRO,Men,76,14,"장, 동찬",KOR,25-29,01:51:29
2024 Incheon,HYROX PRO,Men,77,15,"Choi, Yeonjae",KOR,25-29,01:51:52
2024 Incheon,HYROX PRO,Men,78,3,"Kang, Byoung Chan",KOR,50-54,01:52:08
2024 Incheon,HYROX PRO,Men,79,5,"Paek, Sanghyun",KOR,45-49,01:52:47
2024 Incheon,HYROX PRO,Men,80,16,"유, 준수",KOR,25-29,01:53:58
