Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Nice,HYROX PRO,Men,1,1,"Voisin, Joffrey",FRA,40-44,00:59:21
2024 Nice,HYROX PRO,Men,2,1,"Thompson, Harry",GBR,30-34,01:01:08
2024 Nice,HYROX PRO,Men,3,1,"Arnaud, Jerome.",FRA,35-39,01:02:51
2024 Nice,HYROX PRO,Men,4,2,"Arruti, Igor",ESP,30-34,01:02:55
2024 Nice,HYROX PRO,Men,5,1,"Dubost, Thomas",FRA,16-24,01:03:33
2024 Nice,HYROX PRO,Men,6,3,"Barbey, Arthur",FRA,30-34,01:06:05
2024 Nice,HYROX PRO,Men,7,2,"Pavis, Louis",FRA,35-39,01:06:15
2024 Nice,HYROX PRO,Men,8,4,"Joud, Hugo",FRA,30-34,01:06:26
2024 Nice,HYROX PRO,Men,9,2,"Pacewicz, Jocelyn",FRA,16-24,01:06:28
2024 Nice,HYROX PRO,Men,10,1,"Eloff, Ryan",RSA,25-29,01:07:07
2024 Nice,HYROX PRO,Men,11,5,"Valentin, Tommy",FRA,30-34,01:07:12
2024 Nice,HYROX PRO,Men,12,6,"Delattre, Thomas",FRA,30-34,01:07:37
2024 Nice,HYROX PRO,Men,13,3,"Contreras, Fernando",FRA,35-39,01:07:38
2024 Nice,HYROX PRO,Men,14,7,"Mandaras, Victor",GRE,30-34,01:07:48
2024 Nice,HYROX PRO,Men,15,4,"REZZONICO, Benjamin",FRA,35-39,01:09:14
2024 Nice,HYROX PRO,Men,16,5,"Chappaz, Gaëtan",FRA,35-39,01:10:32
2024 Nice,HYROX PRO,Men,17,2,"Broadway, Tom",GBR,40-44,01:11:04
2024 Nice,HYROX PRO,Men,18,2,"De Pretto, Meryll",FRA,25-29,01:11:08
2024 Nice,HYROX PRO,Men,19,8,"Pires Canto, Michaël",FRA,30-34,01:11:20
2024 Nice,HYROX PRO,Men,20,3,"Ailam, Farid",FRA,40-44,01:11:32
2024 Nice,HYROX PRO,Men,21,3,"Santer, Willy",FRA,25-29,01:11:35
2024 Nice,HYROX PRO,Men,22,4,"Triboulet, Adrien",FRA,25-29,01:11:48
2024 Nice,HYROX PRO,Men,23,9,"Krantz, Maxime",FRA,30-34,01:11:57
2024 Nice,HYROX PRO,Men,24,6,"Rezzonico, Clement",FRA,35-39,01:12:00
2024 Nice,HYROX PRO,Men,25,5,"Munck Larsson, Viktor",SWE,25-29,01:12:07
2024 Nice,HYROX PRO,Men,26,6,"Mimault, Nicolas",FRA,25-29,01:12:35
2024 Nice,HYROX PRO,Men,27,7,"Dorez, Frédéric",FRA,35-39,01:12:38
2024 Nice,HYROX PRO,Men,28,4,"Ouanna, Jeremy",FRA,40-44,01:12:51
2024 Nice,HYROX PRO,Men,29,8,"Taleb, Nabil",FRA,35-39,01:13:05
2024 Nice,HYROX PRO,Men,30,10,"Moorhouse, William",GBR,30-34,01:15:05
2024 Nice,HYROX PRO,Men,31,11,"Jean Marie Marie Magdeleine, Slohan",FRA,30-34,01:15:05
2024 Nice,HYROX PRO,Men,32,12,"Grincourt, Romain",FRA,30-34,01:15:05
2024 Nice,HYROX PRO,Men,33,5,"Bui, Gaspard",FRA,40-44,01:15:13
2024 Nice,HYROX PRO,Men,34,9,"Martin, Florent",FRA,35-39,01:16:02
2024 Nice,HYROX PRO,Men,35,10,"Laafar, Yassine",FRA,35-39,01:16:30
2024 Nice,HYROX PRO,Men,36,3,"Ferry, Niko",FRA,16-24,01:16:57
2024 Nice,HYROX PRO,Men,37,4,"Hubert, Corentin",FRA,16-24,01:17:28
2024 Nice,HYROX PRO,Men,38,11,"Rochette, Arnaud",FRA,35-39,01:17:39
2024 Nice,HYROX PRO,Men,39,7,"Gagelin, Amaury",FRA,25-29,01:17:43
2024 Nice,HYROX PRO,Men,40,13,"Bertin, Jimmy",FRA,30-34,01:17:50
2024 Nice,HYROX PRO,Men,41,14,"Kesavanambi, Thamiz",FRA,30-34,01:18:34
2024 Nice,HYROX PRO,Men,42,15,"Renault, Sebastien",FRA,30-34,01:19:22
2024 Nice,HYROX PRO,Men,43,5,"Zerdel, Maks",IRL,16-24,01:19:33
2024 Nice,HYROX PRO,Men,44,8,"Kormos, Luis",FRA,25-29,01:19:34
2024 Nice,HYROX PRO,Men,45,12,"Meire, Jonathan",FRA,35-39,01:19:35
2024 Nice,HYROX PRO,Men,46,6,"Blanc, Yannick",FRA,40-44,01:20:06
2024 Nice,HYROX PRO,Men,47,13,"Rueff, Loic",FRA,35-39,01:20:08
2024 Nice,HYROX PRO,Men,48,9,"Mallégol, Ewen",FRA,25-29,01:20:09
2024 Nice,HYROX PRO,Men,49,14,"Oroná, Sebastián",ARG,35-39,01:21:06
2024 Nice,HYROX PRO,Men,50,16,"Louyat, Harrison",FRA,30-34,01:21:10
2024 Nice,HYROX PRO,Men,51,6,"Villette, Paul-Emile",SUI,16-24,01:21:13
2024 Nice,HYROX PRO,Men,52,15,"Champin, Mickael",FRA,35-39,01:22:15
2024 Nice,HYROX PRO,Men,53,10,"Touzet, Grégory",FRA,25-29,01:22:51
2024 Nice,HYROX PRO,Men,54,17,"Girot, Morgan",FRA,30-34,01:22:54
2024 Nice,HYROX PRO,Men,55,7,"Martinez, Hugo",FRA,16-24,01:23:01
2024 Nice,HYROX PRO,Men,56,16,"Henry, Charles",FRA,35-39,01:23:05
2024 Nice,HYROX PRO,Men,57,18,"Landry, Aurélien",FRA,30-34,01:23:19
2024 Nice,HYROX PRO,Men,58,17,"Borri, Corentin",FRA,35-39,01:23:53
2024 Nice,HYROX PRO,Men,59,19,"Herrerias, Romain",FRA,30-34,01:24:36
2024 Nice,HYROX PRO,Men,60,11,"Frère, Grégoire",FRA,25-29,01:24:36
2024 Nice,HYROX PRO,Men,61,18,"Hespel, Alain",FRA,35-39,01:24:45
2024 Nice,HYROX PRO,Men,62,20,"Foissard, Jonathan",FRA,30-34,01:24:45
2024 Nice,HYROX PRO,Men,63,19,"Borg, Julien",FRA,35-39,01:24:57
2024 Nice,HYROX PRO,Men,64,12,"Molyvdis, Mattis",FRA,25-29,01:25:10
2024 Nice,HYROX PRO,Men,65,7,"Cussat, Logan",FRA,40-44,01:25:14
2024 Nice,HYROX PRO,Men,66,21,"Dubromez, Julien",FRA,30-34,01:25:21
2024 Nice,HYROX PRO,Men,67,22,"Guigou, Joel",FRA,30-34,01:25:37
2024 Nice,HYROX PRO,Men,68,20,"Rousset, Paul",FRA,35-39,01:25:43
2024 Nice,HYROX PRO,Men,69,1,"Charchaude, Claude",FRA,50-54,01:25:57
2024 Nice,HYROX PRO,Men,70,21,"Tabutin, Jonathan",FRA,35-39,01:26:06
2024 Nice,HYROX PRO,Men,71,23,"Bernard, Benoît Joseph",FRA,30-34,01:26:21
2024 Nice,HYROX PRO,Men,72,8,"Granjon, Romain",FRA,40-44,01:26:37
2024 Nice,HYROX PRO,Men,73,9,"Sy, David",FRA,40-44,01:26:54
2024 Nice,HYROX PRO,Men,74,13,"Bertaux, Maugan",FRA,25-29,01:26:55
2024 Nice,HYROX PRO,Men,75,2,"Massouf, Fred",FRA,50-54,01:27:07
2024 Nice,HYROX PRO,Men,76,8,"Ray, Ethan",FRA,16-24,01:27:08
2024 Nice,HYROX PRO,Men,77,24,"Munoz, Valentin",FRA,30-34,01:27:37
2024 Nice,HYROX PRO,Men,78,9,"Da-Ré, Robin",FRA,16-24,01:27:37
2024 Nice,HYROX PRO,Men,79,22,"Vicomte, Cédric",FRA,35-39,01:27:38
2024 Nice,HYROX PRO,Men,80,25,"Seignovert, Yoann",FRA,30-34,01:27:39
2024 Nice,HYROX PRO,Men,81,26,"Garcia, Benjamin",FRA,30-34,01:27:47
2024 Nice,HYROX PRO,Men,82,27,"Roche, Jeffrey",FRA,30-34,01:27:52
2024 Nice,HYROX PRO,Men,83,10,"Gibert, Marc",FRA,40-44,01:27:57
2024 Nice,HYROX PRO,Men,84,1,"Ricaud, Joël",FRA,45-49,01:28:01
2024 Nice,HYROX PRO,Men,85,23,"Guignard, Bruno",FRA,35-39,01:28:05
2024 Nice,HYROX PRO,Men,86,14,"Lengudiana, Jeson",FRA,25-29,01:28:13
2024 Nice,HYROX PRO,Men,87,28,"Thompson, Ross",GBR,30-34,01:28:30
2024 Nice,HYROX PRO,Men,88,2,"Daniel, Stéphane",FRA,45-49,01:28:36
2024 Nice,HYROX PRO,Men,89,29,"Robert, Loic",FRA,30-34,01:29:09
2024 Nice,HYROX PRO,Men,90,30,"Verand, Jonathan",FRA,30-34,01:29:11
2024 Nice,HYROX PRO,Men,91,31,"Robert, Kevin",FRA,30-34,01:29:25
2024 Nice,HYROX PRO,Men,92,15,"Halaoui, Maxime",FRA,25-29,01:29:38
2024 Nice,HYROX PRO,Men,93,24,"Che, Honore",FRA,35-39,01:30:02
2024 Nice,HYROX PRO,Men,94,32,"Kouao, Axel-Cédric",FRA,30-34,01:30:46
2024 Nice,HYROX PRO,Men,95,25,"Lesbros, Fabien",FRA,35-39,01:31:06
2024 Nice,HYROX PRO,Men,96,26,"Kuhn, Bertrand",FRA,35-39,01:31:08
2024 Nice,HYROX PRO,Men,97,33,"Raveu, Sylvain",FRA,30-34,01:31:08
2024 Nice,HYROX PRO,Men,98,27,"Gnamian, Pierre",FRA,35-39,01:31:18
2024 Nice,HYROX PRO,Men,99,28,"Amestoy, Txomin",FRA,35-39,01:31:20
2024 Nice,HYROX PRO,Men,100,29,"Derne, Florian",FRA,35-39,01:31:22
2024 Nice,HYROX PRO,Men,101,3,"Tozzi, Joël",FRA,45-49,01:31:25
2024 Nice,HYROX PRO,Men,102,30,"Labernadie, Ludovic",FRA,35-39,01:31:36
2024 Nice,HYROX PRO,Men,103,31,"Rominger, Kevin",FRA,35-39,01:31:38
2024 Nice,HYROX PRO,Men,104,16,"Gradinaru, Léo",FRA,25-29,01:32:21
2024 Nice,HYROX PRO,Men,105,34,"Maury, Quentin",FRA,30-34,01:32:38
2024 Nice,HYROX PRO,Men,106,32,"Germain, Elouan",FRA,35-39,01:33:20
2024 Nice,HYROX PRO,Men,107,33,"Donzelot, Francisco",FRA,35-39,01:33:24
2024 Nice,HYROX PRO,Men,108,35,"Ferreira, Melvin",FRA,30-34,01:33:42
2024 Nice,HYROX PRO,Men,109,36,"Michel, Jordy",FRA,30-34,01:34:09
2024 Nice,HYROX PRO,Men,110,37,"Browarski, Vincent",FRA,30-34,01:34:14
2024 Nice,HYROX PRO,Men,111,17,"Closset, Simon",FRA,25-29,01:34:41
2024 Nice,HYROX PRO,Men,112,34,"Arthemise, Ludovic",FRA,35-39,01:35:18
2024 Nice,HYROX PRO,Men,113,35,"Thomas, Damestoy",FRA,35-39,01:35:33
2024 Nice,HYROX PRO,Men,114,11,"Arragain, Michael",FRA,40-44,01:35:38
2024 Nice,HYROX PRO,Men,115,38,"Ceballos, Omar",COL,30-34,01:35:47
2024 Nice,HYROX PRO,Men,116,12,"Tirat, Jonathan",FRA,40-44,01:36:00
2024 Nice,HYROX PRO,Men,117,3,"Ferry, Eric",FRA,50-54,01:36:12
2024 Nice,HYROX PRO,Men,118,39,"Teriinohoapuaiterai, Kenny",FRA,30-34,01:37:07
2024 Nice,HYROX PRO,Men,119,36,"Vincent, Ludovic",FRA,35-39,01:37:27
2024 Nice,HYROX PRO,Men,120,40,"Berezay, Romain",FRA,30-34,01:37:36
