Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Singapore National Stadium,HYROX PRO,Men,1,1,"Cartwright, Lawrence",GBR,30-34,01:07:36
2024 Singapore National Stadium,HYROX PRO,Men,2,1,"Algret, Pierre",FRA,25-29,01:09:08
2024 Singapore National Stadium,HYROX PRO,Men,3,1,"Tieu, Johnny",USA,35-39,01:11:07
2024 Singapore National Stadium,HYROX PRO,Men,4,2,"Worth, Oliver",GBR,35-39,01:13:20
2024 Singapore National Stadium,HYROX PRO,Men,5,3,"Kurz, Andreas",GER,35-39,01:13:32
2024 Singapore National Stadium,HYROX PRO,Men,6,2,"Lee, Ho Kiat",MAS,30-34,01:14:56
2024 Singapore National Stadium,HYROX PRO,Men,7,3,"Phillips, Richard",GBR,30-34,01:15:08
2024 Singapore National Stadium,HYROX PRO,Men,8,4,"Bliss, Tom",GBR,30-34,01:15:35
2024 Singapore National Stadium,HYROX PRO,Men,9,1,"Armas Hidalgo, Acaymo",ESP,16-24,01:17:28
2024 Singapore National Stadium,HYROX PRO,Men,10,2,"Murray, Ryan",GBR,25-29,01:18:10
2024 Singapore National Stadium,HYROX PRO,Men,11,5,"Busby, Harry",GBR,30-34,01:19:38
2024 Singapore National Stadium,HYROX PRO,Men,12,1,"Chirolli, Simone",ITA,40-44,01:19:47
2024 Singapore National Stadium,HYROX PRO,Men,13,2,"Riha, Robbie",GBR,40-44,01:21:15
2024 Singapore National Stadium,HYROX PRO,Men,14,6,"West, Adam",GBR,30-34,01:22:07
2024 Singapore National Stadium,HYROX PRO,Men,15,4,"Hillman, Elliot",GBR,35-39,01:22:10
2024 Singapore National Stadium,HYROX PRO,Men,16,5,"Nijmeijer, Wieger",SIN,35-39,01:23:09
2024 Singapore National Stadium,HYROX PRO,Men,17,7,"Barnett, Kenneth",AUS,30-34,01:23:37
2024 Singapore National Stadium,HYROX PRO,Men,18,8,"Roberts, Jamie",GBR,30-34,01:24:05
2024 Singapore National Stadium,HYROX PRO,Men,19,3,"Ng, Daniel",SIN,25-29,01:24:37
2024 Singapore National Stadium,HYROX PRO,Men,20,4,"Jaw Tzuu, Tan",MAS,25-29,01:25:09
2024 Singapore National Stadium,HYROX PRO,Men,21,3,"Manabe, Yoshi",SIN,40-44,01:25:23
2024 Singapore National Stadium,HYROX PRO,Men,22,9,"Donkersley, Oliver",GBR,30-34,01:25:54
2024 Singapore National Stadium,HYROX PRO,Men,23,4,"Arbelo López, Evelio",ESP,40-44,01:26:02
2024 Singapore National Stadium,HYROX PRO,Men,24,5,"Chin, Shane",SIN,25-29,01:26:15
2024 Singapore National Stadium,HYROX PRO,Men,25,10,"Tisinger, Nick",USA,30-34,01:26:21
2024 Singapore National Stadium,HYROX PRO,Men,26,6,"Melly, Michael",HKG,35-39,01:27:04
