Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Cape Town,HYROX PRO DOUBLES,Men,1,1,"Estian Ferreira, Daniel Griesel",,30-34,00:58:28
2024 Cape Town,HYROX PRO DOUBLES,Men,2,2,"Chad Brissett, Keelan Brissett",,30-34,00:59:58
2024 Cape Town,HYROX PRO DOUBLES,Men,3,3,"Matthew Cassells, Matthew Bowerman",,30-34,01:04:19
2024 Cape Town,HYROX PRO DOUBLES,Men,4,1,"Damian Burns, Handre Conradie",,MU29,01:05:12
2024 Cape Town,HYROX PRO DOUBLES,Men,5,2,"Neil Bester, Dimitri Loupis",,MU29,01:05:20
2024 Cape Town,HYROX PRO DOUBLES,Men,6,4,"Jac Hoogenboezem, Dale Smith",,30-34,01:06:17
2024 Cape Town,HYROX PRO DOUBLES,Men,7,5,"Altus Moolman, Andrew Haiden",,30-34,01:06:17
2024 Cape Town,HYROX PRO DOUBLES,Men,8,–,"Rosane Murray, Zain Ramsden",,–,01:08:13
2024 Cape Town,HYROX PRO DOUBLES,Men,9,3,"Keagan Altenroxel, Clark Fourie",,MU29,01:08:22
2024 Cape Town,HYROX PRO DOUBLES,Men,10,6,"Pascal Boersma, Christof Van Der Walt",,30-34,01:08:41
2024 Cape Town,HYROX PRO DOUBLES,Men,11,7,"Andreas Katsouris, Ashley Pan",,30-34,01:10:03
2024 Cape Town,HYROX PRO DOUBLES,Men,12,1,"Rudi Wilcocks, Christo Van Rooyen",,40-44,01:10:17
2024 Cape Town,HYROX PRO DOUBLES,Men,13,2,"Andy Papaspyrou, Jimmy Eracleous",,40-44,01:10:41
2024 Cape Town,HYROX PRO DOUBLES,Men,14,8,"Ryan Burt, Andrew Stodart",,30-34,01:11:38
2024 Cape Town,HYROX PRO DOUBLES,Men,15,9,"Lukas Högberg, Henrik Persson Ekdahl",,30-34,01:12:30
2024 Cape Town,HYROX PRO DOUBLES,Men,16,3,"Grant Harris, Shaun De Jager",,40-44,01:17:48
2024 Cape Town,HYROX PRO DOUBLES,Men,17,10,"Sakhumzi (Sakhi) Louw, Siphesihle Maseko",,30-34,01:20:36
2024 Cape Town,HYROX PRO DOUBLES,Men,18,11,"Andricos Titan, Vincent Greeff",,30-34,01:22:17
2024 Cape Town,HYROX PRO DOUBLES,Men,19,4,"Marius Van Rensburg, Nick Coates",,40-44,01:25:07
2024 Cape Town,HYROX PRO DOUBLES,Women,1,1,"Danielle Jordaan, Lucinda Bosch",,WU29,01:13:41
2024 Cape Town,HYROX PRO DOUBLES,Women,2,2,"Jana Nel, Janien Vogel",,WU29,01:14:06
