Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2025 Toulouse,HYROX PRO DOUBLES,Men,1,1,"Guillaume Levoy, Joffrey Voisin",,40-44,00:53:35
2025 Toulouse,HYROX PRO DOUBLES,Men,2,1,"Arthur Barbey, Maxime Krantz",,30-34,00:56:19
2025 Toulouse,HYROX PRO DOUBLES,Men,3,2,"Thomas Delattre, José Estrangeiro",,30-34,00:57:22
2025 Toulouse,HYROX PRO DOUBLES,Men,4,3,"Xabi Berra, Igor Arruti",,30-34,00:57:25
2025 Toulouse,HYROX PRO DOUBLES,Men,5,4,"Lucas Roberto, Martin Carrere",,30-34,00:57:35
2025 Toulouse,HYROX PRO DOUBLES,Men,6,5,"Gaëtan CHAPPAZ, Julien Veyrat",,30-34,00:57:44
2025 Toulouse,HYROX PRO DOUBLES,Men,7,6,"David Preciado, David Queiroz",,30-34,00:58:06
2025 Toulouse,HYROX PRO DOUBLES,Men,8,7,"Adrien Raffault, Frederic Dorez",,30-34,00:58:31
2025 Toulouse,HYROX PRO DOUBLES,Men,9,2,"Cedric Khampasath, KEVIN MERCIER",,40-44,00:58:41
2025 Toulouse,HYROX PRO DOUBLES,Men,10,8,"Alexis Charlotteaux, Yohannes Moges",,30-34,00:59:10
2025 Toulouse,HYROX PRO DOUBLES,Men,11,1,"Sonny Decouflé, Eliott Goi",,MU29,00:59:31
2025 Toulouse,HYROX PRO DOUBLES,Men,12,1,"Lucio Román, Ismael Mateo",,50-54,00:59:57
2025 Toulouse,HYROX PRO DOUBLES,Men,13,9,"Nabil Berrouigat, Mehdi Berrouigat",,30-34,01:00:00
2025 Toulouse,HYROX PRO DOUBLES,Men,14,10,"François Bossard, Alexis Panetier",,30-34,01:01:02
2025 Toulouse,HYROX PRO DOUBLES,Men,15,11,"Maxime Denjean, Morgan Moreau",,30-34,01:02:07
2025 Toulouse,HYROX PRO DOUBLES,Men,16,12,"Anthony Peudpiece, Alexandre Clement",,30-34,01:02:21
2025 Toulouse,HYROX PRO DOUBLES,Men,17,13,"Cedric Saint-Martin, Victor Laborie",,30-34,01:02:56
2025 Toulouse,HYROX PRO DOUBLES,Men,18,14,"THOMAS CZUBERNAT, DANIEL DE ALMEIDA",,30-34,01:02:57
2025 Toulouse,HYROX PRO DOUBLES,Men,19,3,"Dormoy Hugues, Herfort Benoist",,40-44,01:03:14
2025 Toulouse,HYROX PRO DOUBLES,Men,20,15,"Jean marie Peoch, Eliott Coti",,30-34,01:03:41
2025 Toulouse,HYROX PRO DOUBLES,Men,21,2,"Bruno Leblois, Christopher Lebel",,MU29,01:03:51
2025 Toulouse,HYROX PRO DOUBLES,Men,22,16,"Clement Huber, Lucas Heuzé",,30-34,01:04:26
