Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2025 Riga,HYROX PRO DOUBLES,Men,1,1,"Jonas Krogh, Joel Persson",,30-34,00:55:36
2025 Riga,HYROX PRO DOUBLES,Men,2,1,"Arkadiusz Grabowiec, Dawid Ponichtera",,MU29,00:55:47
2025 Riga,HYROX PRO DOUBLES,Men,3,2,"Diogo Tapado, André Félix",,MU29,00:58:53
2025 Riga,HYROX PRO DOUBLES,Men,4,2,"Nathan Adams, Ryan O Brien",,30-34,00:59:01
2025 Riga,HYROX PRO DOUBLES,Men,5,3,"Edgars Teplovs, Nauris Liberts",,30-34,01:00:00
2025 Riga,HYROX PRO DOUBLES,Men,6,4,"Joakim Sjöberg, Jesper Jonsson",,30-34,01:00:38
2025 Riga,HYROX PRO DOUBLES,Men,7,5,"Mohammed Sherif, Omer Sherif",,30-34,01:01:53
2025 Riga,HYROX PRO DOUBLES,Men,8,1,"Dan Crohn, Remi Husted Langgaard",,40-44,01:02:21
2025 Riga,HYROX PRO DOUBLES,Men,9,6,"Tomas Golmont, Mantas Grikšas",,30-34,01:03:08
2025 Riga,HYROX PRO DOUBLES,Men,10,3,"Jakub Jandura, Maciej Siemaszko",,MU29,01:03:23
2025 Riga,HYROX PRO DOUBLES,Men,11,7,"Arnoldas Laurisonis, Gediminas Simutis",,30-34,01:04:04
2025 Riga,HYROX PRO DOUBLES,Men,12,2,"Mariusz Dąbrowski, Adam Kowalski",,40-44,01:04:27
2025 Riga,HYROX PRO DOUBLES,Men,13,8,"Lukas Bitinaitis, Lukas Kirilovas",,30-34,01:04:49
2025 Riga,HYROX PRO DOUBLES,Men,14,3,"Rafał Jodaniewski, Mariusz Bujalski",,40-44,01:05:48
2025 Riga,HYROX PRO DOUBLES,Men,15,4,"Mikael Geitner, Jimmy Hsia",,40-44,01:06:21
2025 Riga,HYROX PRO DOUBLES,Men,16,1,"Anders Nilsson, Göran Nilsson",,50-54,01:06:22
2025 Riga,HYROX PRO DOUBLES,Men,17,9,"Jurģis Jurenovskis, Jānis Bāča",,30-34,01:08:04
2025 Riga,HYROX PRO DOUBLES,Men,18,4,"Malthe Elholm, Jonas Stampe",,MU29,01:09:15
2025 Riga,HYROX PRO DOUBLES,Men,19,10,"Rihards Vārpiņš, Arvils Djakovs",,30-34,01:09:29
2025 Riga,HYROX PRO DOUBLES,Men,20,11,"Vygandas Tamulevicius, Vladislavas Razvadovskis",,30-34,01:10:29
2025 Riga,HYROX PRO DOUBLES,Men,21,12,"Kristian Kauldhar, Sergio Lopera",,30-34,01:10:35
2025 Riga,HYROX PRO DOUBLES,Men,22,5,"Ramūnas Dobrovolskis, Gintas Stulpinas",,40-44,01:12:06
2025 Riga,HYROX PRO DOUBLES,Men,23,13,"Johannes Zimmermann, Niclas Schröder",,30-34,01:12:29
2025 Riga,HYROX PRO DOUBLES,Men,24,14,"Elijus Bridikis, Emilis Vaizgela",,30-34,01:17:11
2025 Riga,HYROX PRO DOUBLES,Men,25,15,"Maksims Fainzilbergs, Kristers Utināns",,30-34,01:19:31
2025 Riga,HYROX PRO DOUBLES,Men,26,2,"Martin Zeitz, Michael Kraus",,50-54,01:27:16
2025 Riga,HYROX PRO DOUBLES,Men,27,5,"Samuel Allen, Matthew Prior",,MU29,01:28:15
2025 Riga,HYROX PRO DOUBLES,Men,28,6,"Harry Manson, Sweyn Cowie",,MU29,01:53:43
2025 Riga,HYROX PRO DOUBLES,Women,1,1,"Lovise Eiken, Joanna Lang",,WU29,01:06:09
2025 Riga,HYROX PRO DOUBLES,Women,2,1,"Rebecca Edwards, Tamsin Mcallister",,40-44,01:06:23
2025 Riga,HYROX PRO DOUBLES,Women,3,2,"Viktorija Jefimova, Tina Multhaupt",,40-44,01:07:50
2025 Riga,HYROX PRO DOUBLES,Women,4,1,"Louise Hayden, Kelly Flynn",,30-34,01:08:19
