Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Chicago Navy Pier,HYROX PRO,Men,1,1,"Ryan, Rich",USA,35-39,00:54:28
2024 Chicago Navy Pier,HYROX PRO,Men,2,2,"Wallace, Marcus",USA,35-39,00:57:33
2024 Chicago Navy Pier,HYROX PRO,Men,3,1,"Stiefer, Colin",USA,25-29,00:58:13
2024 Chicago Navy Pier,HYROX PRO,Men,4,1,"Kilgore, Greyson",USA,30-34,00:59:10
2024 Chicago Navy Pier,HYROX PRO,Men,5,2,"Pelkofer, Stephen",USA,30-34,00:59:41
2024 Chicago Navy Pier,HYROX PRO,Men,6,3,"Hardwick, Keith",USA,35-39,01:00:15
2024 Chicago Navy Pier,HYROX PRO,Men,7,2,"Sanderson, Isaac",CAN,25-29,01:00:32
2024 Chicago Navy Pier,HYROX PRO,Men,8,3,"Warner, Hayden",USA,30-34,01:00:58
2024 Chicago Navy Pier,HYROX PRO,Men,9,4,"Gornik, Bret",USA,35-39,01:01:09
2024 Chicago Navy Pier,HYROX PRO,Men,10,1,"Polzin, Mark",USA,40-44,01:01:52
2024 Chicago Navy Pier,HYROX PRO,Men,11,4,"Doerfer, Marc",GER,30-34,01:02:07
2024 Chicago Navy Pier,HYROX PRO,Men,12,1,"Walkington, Cole",USA,16-24,01:02:46
2024 Chicago Navy Pier,HYROX PRO,Men,13,3,"Ratkovich, Alex",USA,25-29,01:02:54
2024 Chicago Navy Pier,HYROX PRO,Men,14,5,"Seichter, Cameron",USA,30-34,01:04:23
2024 Chicago Navy Pier,HYROX PRO,Men,15,4,"Rubin, Justin",USA,25-29,01:04:27
2024 Chicago Navy Pier,HYROX PRO,Men,16,6,"Moosavian, Matt",USA,30-34,01:04:37
2024 Chicago Navy Pier,HYROX PRO,Men,17,7,"Decicco, Jimmy",USA,30-34,01:04:37
2024 Chicago Navy Pier,HYROX PRO,Men,18,8,"Amsallem, Benjamin",FRA,30-34,01:04:40
2024 Chicago Navy Pier,HYROX PRO,Men,19,9,"Brand, Colin",USA,30-34,01:04:46
2024 Chicago Navy Pier,HYROX PRO,Men,20,5,"Burton, Nick",USA,35-39,01:04:49
2024 Chicago Navy Pier,HYROX PRO,Men,21,10,"Steker, Benjamin",USA,30-34,01:04:57
2024 Chicago Navy Pier,HYROX PRO,Men,22,5,"Stahl, Tanner",USA,25-29,01:05:34
2024 Chicago Navy Pier,HYROX PRO,Men,23,2,"Dias, Scott",USA,40-44,01:05:34
2024 Chicago Navy Pier,HYROX PRO,Men,24,11,"Neuscheler, Steven",USA,30-34,01:05:46
2024 Chicago Navy Pier,HYROX PRO,Men,25,2,"Wade, Sam",USA,16-24,01:05:50
2024 Chicago Navy Pier,HYROX PRO,Men,26,12,"Crawford, Benjamin",USA,30-34,01:06:18
2024 Chicago Navy Pier,HYROX PRO,Men,27,13,"Patterson, Colby",USA,30-34,01:06:31
