Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2024 Marseille,HYROX PRO DOUBLES,Men,1,–,"Alan Cao, Quentin Nantois",,–,00:54:14
2024 Marseille,HYROX PRO DOUBLES,Men,2,1,"Nicolas Reynet, Raphael De Bonnieres",,MU29,00:55:01
2024 Marseille,HYROX PRO DOUBLES,Men,3,1,"Nicolas Paquay, Julien Boistaud",,30-34,00:55:03
2024 Marseille,HYROX PRO DOUBLES,Men,4,2,"Yannick Jankovits, Florian Reynet",,30-34,00:55:40
2024 Marseille,HYROX PRO DOUBLES,Men,5,–,"Frederic Dorez, Adrien Raffault",,–,00:55:48
2024 Marseille,HYROX PRO DOUBLES,Men,6,3,"David Gosse, Alexandre Toumi",,30-34,00:57:11
2024 Marseille,HYROX PRO DOUBLES,Men,7,4,"Josh Beebee, Adam Churton",,30-34,00:58:02
2024 Marseille,HYROX PRO DOUBLES,Men,8,5,"Romain Meggiolaro, Thomas Boivin",,30-34,00:58:08
2024 Marseille,HYROX PRO DOUBLES,Men,9,6,"Charles-Antoine Dubois, Thibaut Casiez",,30-34,00:58:28
2024 Marseille,HYROX PRO DOUBLES,Men,10,7,"Philippe Puppato, Stéphane Ossanga",,30-34,00:58:30
2024 Marseille,HYROX PRO DOUBLES,Men,11,2,"Frédéric Auclair, Killian Martinet",,MU29,00:58:37
2024 Marseille,HYROX PRO DOUBLES,Men,12,3,"Étienne Sabatié, Sonny Decoufle",,MU29,00:58:43
2024 Marseille,HYROX PRO DOUBLES,Men,13,8,"Jamie Mackinnon, James Hodges",,30-34,00:59:09
2024 Marseille,HYROX PRO DOUBLES,Men,14,9,"Guillaume Perrier, Mickael Ropert",,30-34,00:59:12
2024 Marseille,HYROX PRO DOUBLES,Men,15,10,"Kirk Taylor, James Mckee",,30-34,00:59:14
2024 Marseille,HYROX PRO DOUBLES,Men,16,1,"Stéphane Fernandez, Gaspard Bui",,40-44,00:59:40
2024 Marseille,HYROX PRO DOUBLES,Men,17,2,"Yannick Blanc, Albert Hoeger",,40-44,00:59:45
2024 Marseille,HYROX PRO DOUBLES,Men,18,11,"Hubert Dumez, Jordan Lavocat",,30-34,01:00:15
2024 Marseille,HYROX PRO DOUBLES,Men,19,4,"Kevin Lasserre, Valentin Lauret",,MU29,01:00:28
2024 Marseille,HYROX PRO DOUBLES,Men,20,5,"Clovis Seine, Charlie Reiller",,MU29,01:00:38
2024 Marseille,HYROX PRO DOUBLES,Men,21,6,"Adrien Maury, Benjamin Maury",,MU29,01:00:53
2024 Marseille,HYROX PRO DOUBLES,Men,22,7,"Bryan Dainotto, Axel Boughar",,MU29,01:01:24
2024 Marseille,HYROX PRO DOUBLES,Men,23,12,"Issam Moatassim, Othman Ameyoud",,30-34,01:02:01
2024 Marseille,HYROX PRO DOUBLES,Men,24,13,"Rémi Guilhauma, Mickaël Eveille",,30-34,01:02:14
2024 Marseille,HYROX PRO DOUBLES,Men,25,8,"Valentin Hilaire, Johnny Cheraud",,MU29,01:02:24
2024 Marseille,HYROX PRO DOUBLES,Men,26,14,"Pierre Gnamian, Maxime Chedorge",,30-34,01:03:02
2024 Marseille,HYROX PRO DOUBLES,Men,27,15,"Benjamin Beaubier, Elhadji Diouf",,30-34,01:03:03
2024 Marseille,HYROX PRO DOUBLES,Men,28,16,"Adrien Gomez, Alan Peres",,30-34,01:03:15
2024 Marseille,HYROX PRO DOUBLES,Men,29,17,"Jimmy Courbon, Jeremy Charnot",,30-34,01:03:20
2024 Marseille,HYROX PRO DOUBLES,Men,30,9,"Ruben Valero, Paul Georgesco",,MU29,01:03:21
2024 Marseille,HYROX PRO DOUBLES,Men,31,18,"Médéric Delannoy, Harrison Louyat",,30-34,01:03:25
2024 Marseille,HYROX PRO DOUBLES,Men,32,19,"Joel Guigou, Jeremy Arnaud",,30-34,01:03:31
2024 Marseille,HYROX PRO DOUBLES,Men,33,10,"Quentin Polisset, Louis Paurisse",,MU29,01:03:38
