Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,1,1,"Hakan Burton, Marc Dean",,30-34,00:52:15
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,2,1,"Tiago Lousa, Diogo Freitas",,35-39,00:53:58
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,3,2,"João Piedade, José Estrangeiro",,35-39,00:54:57
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,4,2,"Alex Winstanley, George Burton",,30-34,00:55:00
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,5,1,"Travis Owles, Mario Nogales Pastrana",,25-29,00:55:40
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,6,3,"Warren Sinden, Jack Kelbrick",,30-34,00:55:42
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,7,2,"Mathias Lynge, Daniel Bejer",,25-29,00:56:18
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,8,3,"Boris Gurtner, Lucas Sallin",,25-29,00:56:19
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,9,1,"Josh Langley, Ryan Hogarth",,16-24,00:56:30
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,10,4,"Vasco Cunha, Amândio Ferreira",,25-29,00:56:31
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,11,5,"Jake Hayward, Callum Rowlands",,25-29,00:56:41
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,12,4,"FRANCISCO SILVA, JOÃO OLIVEIRA",,30-34,00:56:50
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,13,6,"Dan Nota, Liam McGregor",,25-29,00:57:07
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,14,2,"Gioele Patroni, Guido Susani",,16-24,00:57:17
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,15,5,"Jose Piñeiro, Anxo Durán",,30-34,00:58:03
2025 Madrid,HYROX PRO DOUBLES - Overall,Men,16,6,"François Bossard, Alexis Panetier",,30-34,00:58:05
