Race,Division,Gender,Rank Overall,Rank Age Group,Name,Nation,Age Group,Total Time
2026 Vienna,HYROX PRO DOUBLES,Men,1,1,"Erik Oscar Bøe, Erik Woodward",,30-34,00:50:46
2026 Vienna,HYROX PRO DOUBLES,Men,2,2,"Michael Stephens, Hakan Burton",,30-34,00:50:47
2026 Vienna,HYROX PRO DOUBLES,Men,3,3,"Alen Ploj, Domen Dornik",,30-34,00:51:27
2026 Vienna,HYROX PRO DOUBLES,Men,4,1,"Rene Groinig, Lasse Pips",,25-29,00:52:31
2026 Vienna,HYROX PRO DOUBLES,Men,5,1,"Lukas Storath, Lukas Zajons",,35-39,00:52:45
2026 Vienna,HYROX PRO DOUBLES,Men,6,2,"Kieron White, William Williams",,25-29,00:53:14
2026 Vienna,HYROX PRO DOUBLES,Men,7,1,"Tom Hogan, Fritz Grobien",,40-44,00:53:51
2026 Vienna,HYROX PRO DOUBLES,Men,8,3,"Emil Albrechtsen, Lukas Wrobel",,25-29,00:54:08
2026 Vienna,HYROX PRO DOUBLES,Men,9,4,"Peter Schiller, Florian Gast",,30-34,00:54:21
2026 Vienna,HYROX PRO DOUBLES,Men,10,4,"Marvin Thomas, Jonathan Fischer",,25-29,00:54:33
2026 Vienna,HYROX PRO DOUBLES,Men,11,5,"Mike Carmody, Tom Collins",,25-29,00:55:02
2026 Vienna,HYROX PRO DOUBLES,Men,12,5,"Christos Agrodimos, Kev Jackson",,30-34,00:55:10
2026 Vienna,HYROX PRO DOUBLES,Men,13,6,"Neil Harrison, Dylan Connolly",,30-34,00:55:26
2026 Vienna,HYROX PRO DOUBLES,Men,14,7,"matteo pelizza, krystian Poremba",,30-34,00:55:40
2026 Vienna,HYROX PRO DOUBLES,Men,15,2,"Jörg Gratzl, Michael Bruggraber",,40-44,00:55:45
2026 Vienna,HYROX PRO DOUBLES,Men,16,6,"Vincent Willard, Chase Taylor",,25-29,00:55:55
2026 Vienna,HYROX PRO DOUBLES,Men,17,7,"Fabian Netahlo, Christian Szalay",,25-29,00:56:23
2026 Vienna,HYROX PRO DOUBLES,Men,18,8,"Manuel Stieger, Julian Kreutzer",,30-34,00:56:31
2026 Vienna,HYROX PRO DOUBLES,Men,19,2,"Dominik Fechner, Robinson Bentler",,35-39,00:56:52
2026 Vienna,HYROX PRO DOUBLES,Men,20,9,"Andrei Ivanescu Gliga, Alexandru Focsa",,30-34,00:56:54
2026 Vienna,HYROX PRO DOUBLES,Men,21,8,"Maximilian Kunert, Kevin Ociepka",,25-29,00:57:26
2026 Vienna,HYROX PRO DOUBLES,Men,22,9,"Cory Morrison, Josh Oakley",,25-29,00:57:44
2026 Vienna,HYROX PRO DOUBLES,Men,23,3,"Marco Kenneder, Fabian Trettenbach",,35-39,00:57:50
2026 Vienna,HYROX PRO DOUBLES,Men,24,10,"Michael Wawrzinek, Andre Ohlendorf",,25-29,00:57:51
